id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,seafood_yn,translatedText
468,Consomme Macaroni,NA,22,22,1892,1907,0.2,0.25,0,Consume Macaroni
470,Hard Boiled Egg,NA,11,11,1900,1948,0.05,0.75,0,Hard Boiled Egg
471,Cream Cheese,NA,972,1057,1887,1980,0,25,0,Cream Cheese
472,Broiled Mackerel - Maitre d'Hotel,NA,2,2,1901,1901,0,0,1,Broiled Mackerel - Maitre d'Hotel
473,Sirloin Steak -- Fried Onions,NA,1,1,1901,1901,0,0,0,Sirloin Steak -- Fried Onions
474,Devilled Chicken,NA,3,3,1900,1901,0,0,0,Devilled Chicken
475,Lamb Hash en Bordure,NA,3,3,1901,1901,0,0,0,Lamb Hash and Border
478,Shirred Eggs,NA,342,347,1858,1969,0,19,0,Shirred Eggs
479,Broiled Salmon Trout,NA,9,9,1891,1957,2,2,1,Broiled Salmon Trout
482,Grilled Mutton Kidneys & Bacon,NA,1,1,1901,1901,0,0,0,Grilled Mutton Kidneys & Bacon
490,"Fried Halibut, Sauce Tartare",NA,3,3,1893,1901,0.4,0.4,1,"Fried Halibut, Sauce Tartare"
495,"Curried Prawns and Rice, Bombay Duck",NA,2,2,1901,1901,0,0,0,"Curried Prawns and Rice, Bombay Duck"
496,"Lamb Chops, Broiled Plain",NA,2,2,1901,1901,0,0,0,"Lamb Chops, Broiled Plain"
497,Whiting - Meuniere,NA,3,3,1901,1901,0,0,1,Whiting - Meuniere
498,Broiled Rashers of Bacon with Fried Bananas,NA,2,2,1901,1901,0,0,0,Broiled Rashers of Bacon with Fried Bananas
499,Sirloin Steak - Fried Onions,NA,3,3,1901,1901,0,0,0,Sirloin Steak - Fried Onions
500,Lambs' Liver Saute,NA,3,3,1901,1901,0,0,0,Lambs' Liver Saute
501,Tripe Fritters,NA,5,5,1901,1910,0,0,0,Tripe Fritters
502,Jambon Grille,NA,9,9,1900,1937,0,0.5,0,Grilled ham
503,Mutton Chops - Saute Potatoes,NA,2,2,1901,1901,0,0,0,Mutton Chops - Saute Potatoes
504,Calfs Liver + Bacon,NA,1,1,1901,1901,0,0,0,Calfs Liver + Bacon
505,Cold Smoked Tongue and Ham,NA,2,2,1901,1901,0,0,0,Cold Smoked Tongue and Ham
507,Fried & Boiled Potatoes,NA,8,8,1899,1901,NA,NA,0,Fried & Boiled Potatoes
508,Sirloin Steaks aux Cepes,NA,1,1,1901,1901,0,0,0,Sirloin Steaks aux Cepes
509,Beefsteaks with Horseradish,NA,1,1,1901,1901,0,0,0,Beefsteaks with Horseradish
510,Dry and buttered Toast,NA,13,13,1900,1935,0,0,0,Dry and buttered Toast
511,English Muffins,NA,130,136,1,1987,0,0.3,0,English Muffins
512,"Salt Cod, Egg Sauce",NA,21,21,1900,1907,0,0,1,"Salt Cod, Egg Sauce"
513,Rice Cakes,NA,218,224,1,1949,0.05,20,0,Rice Cakes
514,Honey in the Comb,NA,50,50,1900,1917,0.2,0.4,0,Honey in the Comb
518,Quail on Toast,NA,43,43,1889,1958,0.4,0.6,0,Quail on Toast
519,"Broiled Green Bluefish, Drawn Butter",NA,4,4,1901,1901,0.2,0.2,1,"Broiled Green Bluefish, Drawn Butter"
520,Roast Leg of Mutton & Black Currant,NA,1,1,1900,1900,0,0,0,Roast Leg of Mutton & Black Currant
523,Frizzled Breakfast Bacon (to order),NA,1,1,1901,1901,0,0,0,Frizzled Breakfast Bacon (to order)
525,French Fried Potatoes with Dinner Orders,NA,1,1,1901,1901,0.05,0.05,0,French Fried Potatoes with Dinner Orders
526,Beefsteak and Onions,NA,9,9,1900,1905,0.5,0.5,0,Beefsteak and Onions
527,Roast (Vancouver) Suckling Pig & Bread Sauce,NA,2,2,1900,1900,NA,NA,0,Roast (Vancouver) Suckling Pig & Bread Sauce
529,Saute of Kidney,NA,2,2,1901,1901,0,0,0,Saute of Kidney
530,"Knuckle of Veal, Bacon & Parsely Sauce",NA,1,1,1900,1900,0,0,0,"Knuckle of Veal, Bacon & Parsely Sauce"
531,"Coffee, Tea or Cocoa",NA,1,1,1901,1901,0.05,0.05,0,"Coffee, Tea or Cocoa"
532,Scrambled Eggs and Bacon,NA,8,8,1900,1945,0.4,25,0,Scrambled Eggs and Bacon
533,liver and bacon,NA,140,147,1889,1962,0.1,15,0,liver and bacon
535,Fried Chicken a la Maryland,NA,28,28,1898,1958,0.2,5.6,0,Fried Chicken a la Maryland
537,Salt mackerel,NA,327,333,1859,1945,0,30,1,Salt mackerel
539,Cold Ham with Potato Salad,NA,36,36,1900,1955,0,1.75,0,Cold Ham with Potato Salad
540,mutton chops with potato chips,NA,2,2,1901,1901,0,0,0,mutton chops with potato chips
541,Pork Sausage and Lyonaisse Potatoes,NA,1,1,1901,1901,0,0,0,Pork Sausage and Lyonaisse Potatoes
542,"Tenderloin of pork, Robert sauce",NA,2,2,1900,1900,0,0,0,"Tenderloin of pork, Robert sauce"
543,Roast Goose & Apple Sauce,NA,3,3,1900,1900,NA,NA,0,Roast Goose & Apple Sauce
544,Oyster Stew,NA,431,455,1882,1982,0,50,1,Oyster Stew
545,Hot Breads,NA,17,17,1901,1954,0,0,0,Hot Breads
548,Pork Sausage and Lyonnaise Potatoes,NA,9,9,1901,1901,0,0,0,Pork Sausage and Lyonnaise Potatoes
549,"Baked Apple Dumpling, Hard Sauce",NA,15,15,1900,1953,0.1,0.3,0,"Baked Apple Dumpling, Hard Sauce"
550,Potato a la Maitre d'Hotel,NA,4,4,1892,1901,0.15,0.15,0,Potato at the Maitre d'Hotel
551,Cracked Wheat with Fresh Milk,NA,5,5,1901,1901,0,0,0,Cracked Wheat with Fresh Milk
552,Boiled Cabbage,NA,21,22,1900,1962,0.05,0.35,0,Boiled Cabbage
553,Strawberries and Cream,NA,340,359,1880,1969,0,50,0,Strawberries and Cream
554,Chicken Liver with Mushrooms,NA,12,12,1900,1914,0.3,0.6,0,Chicken Liver with Mushrooms
555,Mashed Pumpkins,NA,3,3,1900,1900,NA,NA,0,Mashed Pumpkins
556,Roast in shell,NA,4,4,1900,1918,0.5,40,0,Roast in shell
557,"Bread Pudding, Hard Sauce",NA,5,5,1901,1914,0.05,0.1,0,"Bread Pudding, Hard Sauce"
558,Indo Curry & Rice,NA,2,2,1900,1900,NA,NA,0,Indo Curry & Rice
559,Steamed Apple Pudding & Hard Sauce,NA,2,2,1900,1900,NA,NA,0,Steamed Apple Pudding & Hard Sauce
561,Rice or Tapioca Pudding,NA,1,1,1901,1901,0.05,0.05,0,Rice or Tapioca Pudding
562,Fruit Pie,NA,36,36,1900,1981,0,1.2,0,Fruit Pie
563,Chocolate Pudding with Cream,NA,16,17,1901,1985,0.05,0.4,0,Chocolate Pudding with Cream
564,Scotch Sandwiches,NA,2,2,1900,1900,NA,NA,0,Scotch Sandwiches
565,Chocolate Cream & Sauce,NA,2,2,1900,1900,NA,NA,0,Chocolate Cream & Sauce
566,Corn Starch Pudding with Cream,NA,4,4,1901,1901,0,0,0,Corn Starch Pudding with Cream
567,Swiss Rolls,NA,7,7,1900,1900,NA,NA,0,Swiss Rolls
568,Cold Ham,NA,592,598,1854,1972,0,45,0,Cold Ham
569,Cup Custard,NA,885,953,1854,2928,0,25,0,Cup Custard
570,Codfish Cakes,NA,198,209,1859,1949,0,30,1,Codfish Cakes
571,Jam and Marmalade,NA,10,10,1900,1910,NA,NA,0,Jam and Marmalade
572,Lettuce,NA,922,975,1859,1988,0,35,0,Lettuce
573,Cum-quats,NA,3,3,1900,1900,NA,NA,0,When you-quater
574,Raisin and Pound Cake,NA,3,3,1901,1901,0,0,0,Raisin and Pound Cake
575,Orange,NA,862,971,1,1975,0,25,0,Orange
576,Fillet Steak and Lamb Chops to Order,NA,1,1,1901,1901,NA,NA,0,Fillet Steak and Lamb Chops to Order
577,Calf's Liver Saute,NA,8,8,1900,1952,0.4,2.25,0,Calf's Liver Saute
578,Brazil Nuts,NA,28,28,1852,1948,0.15,0.3,0,Brazil Nuts
579,Almonds & Raisins,NA,6,6,1882,1901,0.25,0.25,0,Almonds & Raisins
580,Cheshire Cheese,NA,91,91,1865,1974,0.15,0.35,0,Cheshire Cheese
581,Stilton Cheese,NA,287,324,1881,1987,0,10,0,Stilton Cheese
582,Broiled Lambs Kidney,NA,3,3,1901,1901,0,0,0,Broiled Lambs Kidney
583,MacLaren Cheese,NA,16,16,1896,1900,NA,NA,0,MacLaren Cheese
584,China & Indian Teas,NA,9,9,1900,1900,NA,NA,0,China & Indian Teas
585,Stewed Tripe Spanish,NA,17,17,1900,1901,0,0,0,Stewed Tripe Spanish
587,Eggs Bacon and Ham to Order,NA,2,2,1901,1901,NA,NA,0,Eggs Bacon and Ham to Order
588,Breakfast Jem,NA,2,2,1901,1901,0,0,0,Breakfast Jem
589,Breakfast Rolls,NA,42,46,1899,1967,0,0.3,0,Breakfast Rolls
591,Butter Cakes with Maple Syrup,NA,1,1,1901,1901,0,0,0,Butter Cakes with Maple Syrup
594,Bananas & Apples,NA,2,2,1901,1901,0,0,0,Bananas & Apples
595,Hot Rolls,NA,382,406,1853,1983,0.05,0.25,0,Hot Rolls
596,Tea Coffee and Cocoa,NA,2,2,1901,1901,NA,NA,0,Tea Coffee and Cocoa
599,Boiled Mackerel,NA,9,9,1859,1906,0.15,0.15,1,Boiled Mackerel
602,Findon Haddocks,NA,4,4,1901,1901,0,0,1,Findon Haddocks
604,Curried Pork & Rice,NA,11,11,1900,1901,0,0,0,Curried Pork & Rice
605,Fillet Steaks and Mushrooms,NA,2,2,1901,1901,0,0,0,Fillet Steaks and Mushrooms
609,"Cotelettes de Veau, Sauce Tomate",NA,3,3,1901,1901,NA,NA,0,"Veal Cutlets, Tomato Sauce"
615,Boiled Fried potatoes,NA,5,5,1900,1906,0.05,0.1,0,Boiled Fried potatoes
616,"Pork Sausages, Snowflake Potatoes",NA,3,3,1901,1901,0,0,0,"Pork Sausages, Snowflake Potatoes"
619,Lambs' Liver with Bacon,NA,2,2,1901,1901,0,0,0,Lambs' Liver with Bacon
621,Tea + Coffee,NA,1,1,1901,1901,0,0,0,Tea + Coffee
622,Mutton Chops & Potato Chips,NA,4,4,1901,1901,0,0,0,Mutton Chops & Potato Chips
623,Citronen-Auflauf,NA,4,4,1899,1905,0,0,0,Lemon casserole
625,Cape Horn Hash,NA,2,2,1901,1901,0,0,0,Cape Horn Hash
627,A. A. Oats with Fresh Milk,NA,1,1,1901,1901,NA,NA,0,A. A. Oats with Fresh Milk
628,Fried Whiting,NA,26,26,1900,1917,0,45,1,Fried Whiting
632,Flannel Cakes,NA,28,28,1889,1937,0.1,0.3,0,Flannel Cakes
634,Saute of Sheeps Kidney,NA,2,2,1901,1901,0,0,0,Saute of Sheeps Kidney
636,Fillet Steak Fried Potatoes,NA,1,1,1901,1901,0,0,0,Fillet Steak Fried Potatoes
638,Finnon Haddock Butter Sauce,NA,1,1,1901,1901,0,0,1,Finnon Haddock Butter Sauce
640,Mutton Stew,NA,24,24,1899,1906,0.1,0.15,0,Mutton Stew
641,Broiled Lamb Chops,NA,76,79,1891,1967,0,5.25,0,Broiled Lamb Chops
642,"Eggs, Bacon and Ham to Order",NA,2,2,1901,1901,NA,NA,0,"Eggs, Bacon and Ham to Order"
644,Wheat Cakes,NA,200,207,1,1959,0,15,0,Wheat Cakes
645,N.Y. Public Library,NA,2,2,1895,1907,0,0,0,N.Y. Public Library
646,Beef Steak & onions,NA,10,10,1900,1901,0,0,0,Beef Steak & onions
647,Fried Bananas,NA,57,57,1886,1975,0.25,0.4,0,Fried Bananas
648,Egg to Order,NA,17,17,1900,1948,NA,NA,0,Egg to Order
649,Beef Steak and Champignons,NA,1,1,1900,1900,0,0,0,Beef Steak and Champignons
650,Boiled potato,NA,74,74,1893,1965,0.05,0.7,0,Boiled potato
651,Currant Buns,NA,54,54,1896,1965,0.05,0.1,0,Currant Buns
653,Waffle,NA,28,28,1900,1969,0,0.8,0,Waffle
654,Jam & Marmalade,NA,3,3,1900,1900,NA,NA,0,Jam & Marmalade
655,Broiled or Fried Spring Chicken,NA,4,4,1900,1921,0.65,250,0,Broiled or Fried Spring Chicken
656,Fruit.,NA,37,38,1889,1901,NA,NA,0,Fruit.
659,Sirloin Steaks with Onions,NA,1,1,1901,1901,0,0,0,Sirloin Steaks with Onions
660,Dipped Toast,NA,201,206,1859,1958,0,15,0,Dipped Toast
661,Tripe a la Bordelaise,NA,4,4,1900,1901,0,0,0,Tripe a la Bordelaise
662,"Extra Order of Meat, Fish or Eggs, 10c.",NA,1,1,1900,1900,0.1,0.1,0,"Extra Order of Meat, Fish or Eggs, 10c."
663,Curried Chicken with Rice,NA,152,157,1900,2928,0,3,0,Curried Chicken with Rice
667,Mutton Chops,NA,626,637,1851,1958,0,60,0,Mutton Chops
668,Potato Chips,NA,24,24,1900,1987,0.15,0.75,0,Potato Chips
670,Curried Veal and Rice,NA,52,52,1900,1901,0,0,0,Curried Veal and Rice
671,Broiled Rashers of Bacon,NA,11,11,1901,1901,0,0,0,Broiled Rashers of Bacon
672,Cold: Ox Tongue,NA,11,11,1900,1910,0,0,0,Cold: Ox Tongue
674,"Tripe, Stewed in Cream",NA,3,3,1901,1906,0,0,0,"Tripe, Stewed in Cream"
675,Egg Muffins,NA,26,26,1900,1907,0.1,0.15,0,Egg Muffins
676,Devilled Mutton Kidneys and Bacon,NA,1,1,1901,1901,0,0,0,Devilled Mutton Kidneys and Bacon
678,Coffee Cake,NA,129,135,1893,1987,0.05,5,0,Coffee Cake
680,"Fried Sausages, Mashed Potatoes",NA,2,2,1901,1906,0,0,0,"Fried Sausages, Mashed Potatoes"
682,Devilled Kidney,NA,8,8,1865,1905,0.5,0.5,0,Devilled Kidney
684,Pettijohn,NA,10,10,1901,1949,0.2,0.2,0,Pettijohn
685,Fried Ham & Eggs,NA,1,1,1901,1901,0,0,0,Fried Ham & Eggs
687,Boiled Cracked Wheat,NA,4,4,1901,1901,0,0,0,Boiled Cracked Wheat
688,Spanish Omelettes,NA,5,5,1894,1938,0.5,0.55,0,Spanish Omelettes
689,Calves Liver and Onions,NA,8,8,1900,1917,0.15,0.4,0,Calves Liver and Onions
690,Mutton Chops (to order),NA,2,2,1901,1901,0,0,0,Mutton Chops (to order)
691,Lamb Chops,NA,614,624,1,1988,0,75,0,Lamb Chops
692,Jacket Potatoes,NA,87,88,1898,1974,0,0,0,Jacket Potatoes
695,Onions,NA,159,161,1852,1987,0,0.5,0,Onions
696,Boiled Corn Meal with Cream,NA,2,2,1901,1901,0,0,0,Boiled Corn Meal with Cream
697,Maple Syrup,NA,146,146,1896,1962,0,0.1,0,Maple Syrup
698,Curried Shrimps and Rice,NA,15,15,1900,1901,0,0,1,Curried Shrimps and Rice
699,Fried Fresh Fish,NA,71,71,1897,1943,0.35,0.8,1,Fried Fresh Fish
700,Honey,NA,304,307,1881,1973,0,25,0,Honey
701,Fillet Steaks with Mushrooms,NA,1,1,1901,1901,0,0,0,Fillet Steaks with Mushrooms
702,Porterhouse Steak and Lamb Chops,NA,3,3,1901,1901,0,0,0,Porterhouse Steak and Lamb Chops
703,Tongues and Sounds,NA,6,6,1900,1901,0,0,0,Tongues and Sounds
707,Cornmeal Mush,NA,10,10,1898,1901,0,0,0,Cornmeal Mush
708,Breakfast Delight,NA,11,11,1901,1901,0,0,0,Breakfast Delight
710,Fresh Comb Honey,NA,4,4,1901,1901,0,0,0,Fresh Comb Honey
713,Broiled Boned Smelts,NA,1,1,1901,1901,0,0,1,Broiled Boned Smelts
714,Blue Points on the Shell,NA,15,15,1899,1900,0,0,1,Blue Points on the Shell
715,Broiled Lobster,NA,107,115,1887,1961,0,60,1,Broiled Lobster
718,Fried Country Sausages and Lima Beans,NA,2,2,1900,1900,0,0,0,Fried Country Sausages and Lima Beans
719,Oxtail Ragout and Vegetable,NA,1,1,1900,1900,0,0,0,Oxtail Ragout and Vegetable
721,Oyster Pan Roast on Toast,NA,5,5,1900,1901,0,0,1,Oyster Pan Roast on Toast
722,Mutton Chops Bratonne,NA,1,1,1901,1901,0,0,0,Mutton Chops Bratonne
723,Broiled Chicken with Petit Pois,NA,1,1,1901,1901,0,0,0,Broiled Chicken with Petit Pois
724,Roast Leg of English Mutton,NA,4,4,1900,1900,0.35,0.35,0,Roast Leg of English Mutton
725,Lynnhavens,NA,354,423,1896,2928,0,50,0,Lynnhavens
726,Hamburger Steak and Onions,NA,6,6,1900,1918,0.15,0.2,0,Hamburger Steak and Onions
727,Pork Sausages,NA,17,17,1901,1972,0,0,0,Pork Sausages
728,Veal Cutlets Breaded,NA,13,13,1895,1907,0.5,0.5,0,Veal Cutlets Breaded
730,Little Neck Clams on the Shell,NA,11,11,1895,1900,0.25,0.25,1,Little Neck Clams on the Shell
731,Frankfurter Sausages and Sauerkraut,NA,6,6,1900,1900,0,0,0,Frankfurter Sausages and Sauerkraut
732,Cape Cods,NA,455,499,1896,1968,0.2,45,1,Cape Cods
733,Curried Prawns and Rice with Bombay Duck,NA,1,1,1901,1901,0,0,0,Curried Prawns and Rice with Bombay Duck
734,Hamburg Steak with Fried Onions,NA,8,8,1900,1921,0.15,0.75,0,Hamburg Steak with Fried Onions
735,Mashed Turnips,NA,369,381,1856,1955,0,25,0,Mashed Turnips
736,Fried Liver & Bacon,NA,4,4,1900,1907,0.15,0.15,0,Fried Liver & Bacon
737,Potatoes,NA,302,338,1856,2928,0,15,0,Potatoes
738,Potatoes Saute,NA,101,105,1881,1973,0.1,0.4,0,Potatoes Saute
739,Cherrystones,NA,519,524,1891,2928,0,45,1,Cherrystones
740,Fried and broiled Ham,NA,4,4,1901,1901,NA,NA,0,Fried and broiled Ham
741,Eclairs,NA,138,155,1898,1987,0,25,0,Eclairs
743,Pies,NA,132,139,1887,1987,0.05,1.25,0,Feet
744,Potatoes boiled and Mashed,NA,8,8,1900,1901,NA,NA,0,Potatoes boiled and Mashed
745,Baked Shad Wine Sauce,NA,3,3,1900,1900,0.35,0.35,1,Baked Shad Wine Sauce
747,Hot Biscuits,NA,40,42,1898,1959,0,0.15,0,Hot Biscuits
748,Bloaters,NA,40,40,1900,1970,0.5,0.5,0,Bloaters
750,Broiled Lamb Kidneys and Bacon,NA,9,9,1900,1919,0.25,0.5,0,Broiled Lamb Kidneys and Bacon
751,Toast,NA,432,496,1858,1989,0,1.05,0,Toast
754,Jelly omelette,NA,95,102,1900,1985,0,25,0,Jelly omelette
756,Broiled Lamb Chops and Bacon,NA,2,2,1900,1900,0.45,0.45,0,Broiled Lamb Chops and Bacon
759,Sauterne 1ere,NA,1,1,1900,1900,1.5,1.5,0,Sauterne 1ere
763,Sherry,NA,397,421,1866,1990,0,3.5,0,Sherry
765,Smoked Tongue,NA,122,122,1859,1963,0.2,2.65,0,Smoked Tongue
769,Mumm's Ex. Dry,NA,2,2,1891,1900,4,4,0,Mumm's Ex. Dry
772,"Moet & Chandon, White Seal",NA,268,272,1884,1949,1.4,350,0,"Moet & Chandon, White Seal"
773,"Moet & Chandon, Brut",NA,10,10,1892,1914,1.75,5,0,"Moet & Chandon, Brut"
778,Blue Point Oysters,NA,473,511,1887,1987,0,40,1,Blue Point Oysters
781,Bisque of Crawfish,NA,18,18,1889,1924,0.25,0.45,1,Bisque of Crawfish
783,Fillet of Beef with Fresh Mushrooms,NA,1,1,1900,1900,0,0,0,Fillet of Beef with Fresh Mushrooms
784,Trevise Tomatoes,NA,2,2,1899,1900,0,0,0,Trevise Tomatoes
785,Poularde Stuffed with Chestnuts,NA,1,1,1900,1900,0,0,0,Poularde Stuffed with Chestnuts
786,French Peas with Butter,NA,1,1,1900,1900,0,0,0,French Peas with Butter
787,"New Asparagus, Cream Sauce",NA,4,4,1900,1916,0.15,0.15,0,"New Asparagus, Cream Sauce"
788,Sherbert Roman,NA,1,1,1900,1900,0,0,0,Sherbert Roman
789,Red Head Duck,NA,90,91,1882,1907,0.6,250,0,Red Head Duck
790,Celery Salad,NA,413,426,1882,1973,0,60,0,Celery Salad
791,Fancy Ice Cream,NA,161,161,1887,1953,0.25,0.5,0,Fancy Ice Cream
793,Broiled Shad Maitre d'Hotel,NA,3,3,1900,1913,NA,NA,1,Broiled Shad Maitre d'Hotel
794,Cakes,NA,376,383,1887,1988,0,2.75,0,Cakes
795,Cheese,NA,1558,1595,1,1990,0,40,0,Cheese
796,Mutton chops fried potatoes,NA,2,2,1901,1901,0,0,0,Mutton chops fried potatoes
797,"ROAST SQUAB ON TOAST, WITH APRICOTS",NA,3,3,1900,1900,0,0,0,"ROAST SQUAB ON TOAST, WITH APRICOTS"
798,"ASPARAGUS, BROWN BUTTER",NA,4,4,1899,1900,0,0,0,"ASPARAGUS, BROWN BUTTER"
799,Beef Steak & fried onions,NA,8,8,1901,1901,0,0,0,Beef Steak & fried onions
800,BAKED SWEET POTATOES,NA,312,313,1852,1965,0.05,30,0,BAKED SWEET POTATOES
801,Smoked Snapper,NA,9,9,1901,1901,0,0,1,Smoked Snapper
802,Fillets of Steak with Champignons,NA,1,1,1901,1901,0,0,0,Fillets of Steak with Champignons
803,Curried Lamb and Rice,NA,24,24,1900,1901,0,0,0,Curried Lamb and Rice
804,Broiled Chicken on Toast,NA,37,37,1900,1915,0.5,1,0,Broiled Chicken on Toast
805,Curried Shrimps & Rice,NA,3,3,1901,1901,0,0,1,Curried Shrimps & Rice
806,"Stewed Tripe, Cream sauce",NA,2,2,1901,1901,0,0,0,"Stewed Tripe, Cream sauce"
807,Mutton Chops with Fried Potatoes,NA,2,2,1901,1901,0,0,0,Mutton Chops with Fried Potatoes
810,Hamburg Steak with Onions,NA,20,20,1900,1941,0.35,0.75,0,Hamburg Steak with Onions
812,Fried Gar fish,NA,1,1,1901,1901,0,0,1,Fried Gar fish
814,Batter Cakes,NA,8,8,1900,1901,NA,NA,0,Batter Cakes
816,Oat Meal Porridge,NA,2,2,1901,1901,0,0,0,Oat Meal Porridge
817,Eels,NA,19,19,1880,1914,0.15,0.5,1,Eels
818,Pork Cutlets,NA,26,30,1901,1910,NA,NA,0,Pork Cutlets
820,Hamburg Steak Spanish Sauce,NA,2,2,1901,1901,0,0,0,Hamburg Steak Spanish Sauce
821,Lemon Soda,NA,188,191,1890,1953,0.05,10,0,Lemon Soda
822,Tea & Coffee,NA,11,11,1900,1901,NA,NA,0,Tea & Coffee
825,"Rice, Semolina",NA,1,0,1900,1900,0,0,0,"Rice, Semolina"
826,Pork Cutlet,NA,3,3,1900,1901,0,0,0,Pork Cutlet
827,Buffalo Lithia Water,NA,14,14,1900,1907,0.05,0.6,0,Buffalo Lithia Water
828,1/4 chicken,NA,5,5,1900,1944,0,1,0,1/4 chicken
829,Congress Water,NA,332,338,1858,1915,0,25,0,Congress Water
830,Roast Duck,NA,85,85,1892,1993,0,15.25,0,Roast Duck
831,Giblets,NA,2,2,1900,1900,0,0,0,Giblets
832,Hunyadi,NA,29,30,1891,1933,0.1,40,0,Hunyadi
834,Cabbage,NA,127,134,1852,1980,0,20,0,Cabbage
835,Cornbread,NA,24,24,1900,1901,NA,NA,0,Cornbread
836,Russet Cider,NA,35,36,1881,1915,0.05,0.75,0,Russet Cider
837,Salad,NA,519,550,1854,2001,0,75,0,Salad
838,Cucumber,NA,326,360,1887,2928,0,50,0,Cucumber
844,Liver,NA,21,21,1892,1971,0,0.35,0,Liver
845,Goulash,NA,10,10,1899,1943,0,0,0,Goulash
849,Sally Lunn Buns,NA,7,7,1900,1900,0,0,0,Sally Lunn Buns
850,Minced Chicken with Creamed Rice,NA,1,1,1901,1901,0,0,0,Minced Chicken with Creamed Rice
852,"Veal Chops, Breaded, Sauce Tomate",NA,1,1,1901,1901,0,0,0,"Veal Chops, Breaded, Sauce Tomate"
854,Steak,NA,32,34,1884,1961,0,30,0,Steak
855,Coffee and Tea,NA,11,11,1900,1976,NA,NA,0,Coffee and Tea
856,Wiener Schnitzel,NA,88,95,1899,1992,0,4,0,schnitzel
857,"Lambs' Liver, Fried with Onions",NA,1,1,1901,1901,0,0,0,"Lambs' Liver, Fried with Onions"
858,Calves' Liver and Bacon,NA,15,15,1900,1912,0.15,0.7,0,Calves' Liver and Bacon
860,"Fillet Steaks, Spanish Style",NA,1,1,1901,1901,0,0,0,"Fillet Steaks, Spanish Style"
861,Eggs au Soleil,NA,1,1,1901,1901,0,0,0,Eggs in the Sun
862,Stewed Beef,NA,9,9,1889,1901,0.1,0.15,0,Stewed Beef
863,Soup Meat,NA,2,2,1900,1900,0,0,0,Soup Meat
865,Pickled Mackerel,NA,6,6,1892,1939,0,0,1,Pickled Mackerel
866,Corned Beef and Cabbage,NA,256,260,1856,1961,0.1,85,0,Corned Beef and Cabbage
867,Oyster Patties,NA,174,179,1865,1938,0.1,50,1,Oyster Patties
868,Fillet of Beef a la Financiere,NA,2,2,1900,1900,0,0,0,Fillet of Beef a la Financiere
869,Curried Mutton and Rice,NA,10,10,1900,1901,0,0,0,Curried Mutton and Rice
870,Beef and Brown Potatoes,NA,17,17,1900,1900,0,0,0,Beef and Brown Potatoes
871,Pork and Apple Sauce,NA,13,13,1900,1900,0,0,0,Pork and Apple Sauce
872,Cauliflower,NA,886,942,1865,1987,0,70,0,Cauliflower
873,String Beans,NA,1488,1570,1858,2928,0,60,0,String Beans
874,Chicken Liver on Toast,NA,4,4,1900,1901,0,0,0,Chicken Liver on Toast
875,Boiled and Mashed Potatoes,NA,61,62,1891,1912,0.05,0.15,0,Boiled and Mashed Potatoes
877,"Rice Custard, Cream Sauce",NA,4,4,1900,1900,0,0,0,"Rice Custard, Cream Sauce"
878,Blackberry Pie,NA,118,121,1854,1958,0.05,5,0,Blackberry Pie
880,Italian Cream,NA,22,22,1864,1948,0,0,0,Italian Cream
882,Crackers and Cheese,NA,104,107,1881,1946,0,0.15,0,Crackers and Cheese
884,Roast Phil'a Chicken,NA,2,2,1900,1900,0,0,0,Roast Phil'a Chicken
885,Red Herrings,NA,1,1,1901,1901,0,0,1,Red Herrings
886,"Turtle Steaks, Perigueux",NA,1,1,1901,1901,0,0,0,"Turtle Steaks, Perigueux"
887,Broiled Mutton Chops,NA,52,52,1859,1910,NA,NA,0,Broiled Mutton Chops
888,Chicken Livers on Toast,NA,5,5,1900,1965,0.25,1.6,0,Chicken Livers on Toast
889,Hamburger Steaks,NA,5,5,1901,1905,0.2,0.2,0,Hamburger steaks
890,Broiled Cumberland Ham (to order),NA,1,1,1901,1901,0,0,0,Broiled Cumberland Ham (to order)
891,"Veal Cutlets, Tomato Sauce",NA,57,57,1858,1910,0.25,35,0,"Veal Cutlets, Tomato Sauce"
892,Stewed rhubarb,NA,246,264,1889,1973,0,35,0,Stewed rhubarb
893,Frizzled Bacon (to order),NA,1,1,1901,1901,0,0,0,Frizzled Bacon (to order)
894,Fried Potatoes,NA,564,578,1856,1987,0,15,0,Fried Potatoes
895,"Stewed Tripe, White Sauce",NA,1,1,1901,1901,0,0,0,"Stewed Tripe, White Sauce"
896,Stewed French prunes,NA,27,27,1892,1943,0.1,5,0,Stewed French prunes
897,Florida oranges,NA,16,16,1884,1907,0.15,0.3,0,Florida oranges
898,Pork Sausages with Fried Apples,NA,1,1,1901,1901,0,0,0,Pork Sausages with Fried Apples
899,Sliced bananas with cream,NA,117,121,1900,1961,0,10,0,Sliced bananas with cream
900,Hot corn muffins,NA,10,10,1900,1946,0,0,0,Hot corn muffins
902,Pork Sausage with White Wine,NA,1,1,1901,1901,0,0,0,Pork Sausage with White Wine
904,Buttered toast,NA,511,525,1856,1969,0,15,0,Buttered toast
905,Shrewsburys,NA,15,15,1895,1912,0.25,0.7,0,Shrewsburys
907,Milk toast,NA,675,690,1856,1965,0,30,0,Milk toast
909,Cream toast,NA,485,494,1865,1961,0,30,0,Cream toast
910,Boston cream toast,NA,11,11,1900,1945,0,0,0,Boston cream toast
